,disease_idx,miRNA_idx,label
8995,139,191,1
8996,139,192,1
8997,139,195,1
8998,139,196,1
8999,139,197,1
9000,139,198,1
9001,139,201,1
9002,139,207,1
9003,139,213,1
9004,139,218,1
9005,139,221,1
9006,139,227,1
9007,139,229,1
9008,139,231,1
9009,139,234,1
9010,139,236,1
9011,139,238,1
9012,139,241,1
9013,139,246,1
9014,139,250,1
9015,139,251,1
9016,139,252,1
9017,139,256,1
9018,139,264,1
9019,139,271,1
9020,139,283,1
9021,139,291,1
9022,139,300,1
9023,139,301,1
9024,139,302,1
9025,139,303,1
9026,139,305,1
9027,139,307,1
9028,139,308,1
9029,139,309,1
9030,139,313,1
9031,139,314,1
9032,139,315,1
9033,139,316,1
9034,139,320,1
9035,139,321,1
9036,139,325,1
9037,139,326,1
9038,139,335,1
9039,139,336,1
9040,139,337,1
9041,139,343,1
9042,139,349,1
9043,139,352,1
9044,139,355,1
9045,139,357,1
9046,139,358,1
9047,139,368,1
9048,139,369,1
9049,139,372,1
9050,139,373,1
9051,139,387,1
9052,139,388,1
9053,139,389,1
9054,139,393,1
9055,139,394,1
9056,139,420,1
9057,139,436,1
9058,139,450,1
9059,139,459,1
9060,139,461,1
9061,139,471,1
9062,139,472,1
9063,139,473,1
9064,139,476,1
9065,139,479,1
9066,139,486,1
9067,139,490,1
9068,139,520,1
9069,139,521,1
9070,139,522,1
9071,139,543,1
9072,139,547,1
9073,139,561,1
9074,139,563,1
9075,139,565,1
9076,139,568,1
9077,139,570,1
9078,139,573,1
9079,139,574,1
9080,139,590,1
9081,139,604,1
9082,139,627,1
9083,139,628,1
9084,139,645,1
9085,139,652,1
9086,139,655,1
9087,139,693,1
9088,139,694,1
9089,139,697,1
9090,139,703,1
9091,139,720,1
9092,139,775,1
9093,139,784,1
9094,139,805,1
9095,139,848,1
9096,139,861,1
9097,139,876,1
9098,139,882,1
9099,139,915,1
9100,139,944,1
9101,139,945,1
9102,139,953,1
9103,139,965,1
9104,139,972,1
9105,139,981,1
9106,139,984,1
9107,139,990,1
9108,139,992,1
9109,139,995,1
9110,139,999,1
9111,139,1006,1
9112,139,1015,1
9113,139,1021,1
9114,139,1028,1
9115,139,1040,1
9116,139,1046,1
9117,139,1051,1
9118,139,1052,1
9119,139,1054,1
9120,140,1,1
9121,140,16,1
9122,140,22,1
9123,140,34,1
9124,140,94,1
9125,140,123,1
9126,140,189,1
9127,140,190,1
9128,140,199,1
9129,140,201,1
9130,140,227,1
9131,140,229,1
9132,140,230,1
9133,140,231,1
9134,140,234,1
9135,140,246,1
9136,140,256,1
9137,140,262,1
9138,140,276,1
9139,140,300,1
9140,140,301,1
9141,140,302,1
9142,140,303,1
9143,140,308,1
9144,140,309,1
9145,140,313,1
9146,140,315,1
9147,140,316,1
9148,140,317,1
9149,140,326,1
9150,140,327,1
9151,140,335,1
9152,140,337,1
9153,140,357,1
9154,140,358,1
9155,140,387,1
9156,140,393,1
9157,140,394,1
9158,140,472,1
9159,140,474,1
9160,140,521,1
9161,140,699,1
9162,140,702,1
9163,140,807,1
9164,140,888,1
9165,140,981,1
9166,140,990,1
9167,140,996,1
9168,140,1004,1
9169,140,1021,1
9170,140,1033,1
9171,140,1041,1
9172,140,1051,1
9173,141,0,1
9174,141,1,1
9175,141,15,1
9176,141,16,1
9177,141,33,1
9178,141,34,1
9179,141,35,1
9180,141,70,1
9181,141,77,1
9182,141,90,1
9183,141,91,1
9184,141,94,1
9185,141,110,1
9186,141,139,1
9187,141,171,1
9188,141,173,1
9189,141,179,1
9190,141,186,1
9191,141,189,1
9192,141,192,1
9193,141,195,1
9194,141,197,1
9195,141,198,1
9196,141,199,1
9197,141,201,1
9198,141,206,1
9199,141,213,1
9200,141,214,1
9201,141,217,1
9202,141,227,1
9203,141,229,1
9204,141,230,1
9205,141,233,1
9206,141,234,1
9207,141,238,1
9208,141,241,1
9209,141,246,1
9210,141,250,1
9211,141,254,1
9212,141,256,1
9213,141,276,1
9214,141,278,1
9215,141,282,1
9216,141,301,1
9217,141,302,1
9218,141,305,1
9219,141,308,1
9220,141,309,1
9221,141,313,1
9222,141,314,1
9223,141,315,1
9224,141,317,1
9225,141,320,1
9226,141,321,1
9227,141,322,1
9228,141,327,1
9229,141,328,1
9230,141,329,1
9231,141,336,1
9232,141,337,1
9233,141,338,1
9234,141,344,1
9235,141,349,1
9236,141,352,1
9237,141,355,1
9238,141,357,1
9239,141,358,1
9240,141,360,1
9241,141,369,1
9242,141,388,1
9243,141,394,1
9244,141,410,1
9245,141,436,1
9246,141,455,1
9247,141,460,1
9248,141,461,1
9249,141,462,1
9250,141,465,1
9251,141,469,1
9252,141,471,1
9253,141,472,1
9254,141,476,1
9255,141,482,1
9256,141,494,1
9257,141,518,1
9258,141,522,1
9259,141,565,1
9260,141,570,1
9261,141,584,1
9262,141,595,1
9263,141,597,1
9264,141,700,1
9265,141,703,1
9266,141,706,1
9267,141,719,1
9268,141,720,1
9269,141,723,1
9270,141,789,1
9271,141,806,1
9272,141,876,1
9273,141,1021,1
9274,141,1029,1
9275,141,1048,1
9276,141,1051,1
9277,141,1054,1
9278,141,1055,1
9279,142,0,1
9280,142,1,1
9281,142,5,1
9282,142,14,1
9283,142,15,1
9284,142,16,1
9285,142,22,1
9286,142,32,1
9287,142,33,1
9288,142,54,1
9289,142,91,1
9290,142,94,1
9291,142,147,1
9292,142,150,1
9293,142,156,1
9294,142,172,1
9295,142,179,1
9296,142,182,1
9297,142,189,1
9298,142,191,1
9299,142,192,1
9300,142,195,1
9301,142,197,1
9302,142,198,1
9303,142,199,1
9304,142,201,1
9305,142,203,1
9306,142,206,1
9307,142,215,1
9308,142,217,1
9309,142,227,1
9310,142,229,1
9311,142,231,1
9312,142,234,1
9313,142,235,1
9314,142,241,1
9315,142,246,1
9316,142,250,1
9317,142,252,1
9318,142,253,1
9319,142,256,1
9320,142,257,1
9321,142,268,1
9322,142,271,1
9323,142,278,1
9324,142,291,1
9325,142,294,1
9326,142,295,1
9327,142,296,1
9328,142,297,1
9329,142,300,1
9330,142,301,1
9331,142,302,1
9332,142,303,1
9333,142,305,1
9334,142,308,1
9335,142,313,1
9336,142,314,1
9337,142,315,1
9338,142,316,1
9339,142,317,1
9340,142,321,1
9341,142,322,1
9342,142,324,1
9343,142,326,1
9344,142,327,1
9345,142,330,1
9346,142,335,1
9347,142,343,1
9348,142,346,1
9349,142,349,1
9350,142,352,1
9351,142,355,1
9352,142,357,1
9353,142,368,1
9354,142,369,1
9355,142,372,1
9356,142,374,1
9357,142,376,1
9358,142,377,1
9359,142,379,1
9360,142,382,1
9361,142,392,1
9362,142,394,1
9363,142,433,1
9364,142,450,1
9365,142,459,1
9366,142,472,1
9367,142,473,1
9368,142,474,1
9369,142,518,1
9370,142,521,1
9371,142,528,1
9372,142,568,1
9373,142,584,1
9374,142,609,1
9375,142,611,1
9376,142,612,1
9377,142,617,1
9378,142,691,1
9379,142,699,1
9380,142,701,1
9381,142,702,1
9382,142,703,1
9383,142,708,1
9384,142,712,1
9385,142,714,1
9386,142,723,1
9387,142,734,1
9388,142,793,1
9389,142,794,1
9390,142,796,1
9391,142,803,1
9392,142,841,1
9393,142,859,1
9394,142,868,1
9395,142,876,1
9396,142,878,1
9397,142,883,1
9398,142,895,1
9399,142,959,1
9400,142,969,1
9401,142,970,1
9402,142,974,1
9403,142,978,1
9404,142,1014,1
9405,142,1016,1
9406,142,1026,1
9407,142,1029,1
9408,142,1033,1
9409,142,1040,1
9410,142,1051,1
9411,142,1052,1
9412,142,1054,1
9413,142,1055,1
9414,143,1,1
9415,143,171,1
9416,143,186,1
9417,143,192,1
9418,143,199,1
9419,143,201,1
9420,143,207,1
9421,143,246,1
9422,143,254,1
9423,143,273,1
9424,143,295,1
9425,143,304,1
9426,143,313,1
9427,143,315,1
9428,143,327,1
9429,143,352,1
9430,143,357,1
9431,143,387,1
9432,143,461,1
9433,143,465,1
9434,143,467,1
9435,143,857,1
9436,143,957,1
9437,144,1,1
9438,144,15,1
9439,144,19,1
9440,144,33,1
9441,144,34,1
9442,144,36,1
9443,144,59,1
9444,144,70,1
9445,144,85,1
9446,144,90,1
9447,144,91,1
9448,144,94,1
9449,144,130,1
9450,144,139,1
9451,144,150,1
9452,144,151,1
9453,144,179,1
9454,144,182,1
9455,144,183,1
9456,144,190,1
9457,144,191,1
9458,144,197,1
9459,144,199,1
9460,144,200,1
9461,144,201,1
9462,144,213,1
9463,144,221,1
9464,144,227,1
9465,144,231,1
9466,144,234,1
9467,144,238,1
9468,144,252,1
9469,144,253,1
9470,144,254,1
9471,144,256,1
9472,144,263,1
9473,144,265,1
9474,144,273,1
9475,144,291,1
9476,144,295,1
9477,144,296,1
9478,144,301,1
9479,144,302,1
9480,144,303,1
9481,144,305,1
9482,144,307,1
9483,144,309,1
9484,144,313,1
9485,144,315,1
9486,144,327,1
9487,144,330,1
9488,144,333,1
9489,144,335,1
9490,144,336,1
9491,144,337,1
9492,144,338,1
9493,144,344,1
9494,144,346,1
9495,144,358,1
9496,144,368,1
9497,144,369,1
9498,144,372,1
9499,144,373,1
9500,144,387,1
9501,144,394,1
9502,144,420,1
9503,144,432,1
9504,144,436,1
9505,144,454,1
9506,144,460,1
9507,144,461,1
9508,144,464,1
9509,144,467,1
9510,144,468,1
9511,144,472,1
9512,144,473,1
9513,144,474,1
9514,144,486,1
9515,144,513,1
9516,144,522,1
9517,144,530,1
9518,144,545,1
9519,144,568,1
9520,144,584,1
9521,144,625,1
9522,144,627,1
9523,144,629,1
9524,144,638,1
9525,144,691,1
9526,144,699,1
9527,144,703,1
9528,144,704,1
9529,144,708,1
9530,144,719,1
9531,144,725,1
9532,144,726,1
9533,144,783,1
9534,144,785,1
9535,144,786,1
9536,144,795,1
9537,144,800,1
9538,144,802,1
9539,144,861,1
9540,144,916,1
9541,144,918,1
9542,144,927,1
9543,144,939,1
9544,144,940,1
9545,144,981,1
9546,144,1021,1
9547,144,1033,1
9548,144,1039,1
9549,144,1040,1
9550,145,54,1
9551,145,221,1
9552,145,227,1
9553,145,231,1
9554,145,315,1
9555,145,355,1
9556,146,14,1
9557,146,33,1
9558,146,34,1
9559,146,54,1
9560,146,67,1
9561,146,70,1
9562,146,74,1
9563,146,90,1
9564,146,91,1
9565,146,110,1
9566,146,123,1
9567,146,154,1
9568,146,182,1
9569,146,206,1
9570,146,215,1
9571,146,227,1
9572,146,230,1
9573,146,250,1
9574,146,254,1
9575,146,268,1
9576,146,281,1
9577,146,291,1
9578,146,295,1
9579,146,296,1
9580,146,300,1
9581,146,301,1
9582,146,302,1
9583,146,303,1
9584,146,305,1
9585,146,309,1
9586,146,315,1
9587,146,321,1
9588,146,327,1
9589,146,336,1
9590,146,337,1
9591,146,349,1
9592,146,352,1
9593,146,357,1
9594,146,368,1
9595,146,372,1
9596,146,380,1
9597,146,387,1
9598,146,394,1
9599,146,454,1
9600,146,463,1
9601,146,466,1
9602,146,467,1
9603,146,472,1
9604,146,474,1
9605,146,513,1
9606,146,545,1
9607,146,638,1
9608,146,694,1
9609,146,699,1
9610,146,704,1
9611,146,726,1
9612,146,844,1
9613,146,845,1
9614,146,857,1
9615,146,904,1
9616,146,981,1
9617,146,1033,1
9618,147,6,1
9619,147,15,1
9620,147,90,1
9621,147,92,1
9622,147,93,1
9623,147,191,1
9624,147,192,1
9625,147,199,1
9626,147,201,1
9627,147,227,1
9628,147,238,1
9629,147,249,1
9630,147,292,1
9631,147,293,1
9632,147,315,1
9633,147,346,1
9634,147,352,1
9635,147,359,1
9636,147,368,1
9637,147,370,1
9638,147,371,1
9639,147,373,1
9640,147,450,1
9641,147,461,1
9642,147,472,1
9643,147,473,1
9644,147,474,1
9645,147,522,1
9646,147,704,1
9647,147,1029,1
9648,148,0,1
9649,148,1,1
9650,148,6,1
9651,148,13,1
9652,148,14,1
9653,148,16,1
9654,148,19,1
9655,148,36,1
9656,148,51,1
9657,148,70,1
9658,148,90,1
9659,148,91,1
9660,148,171,1
9661,148,176,1
9662,148,183,1
9663,148,192,1
9664,148,197,1
9665,148,198,1
9666,148,199,1
9667,148,201,1
9668,148,206,1
9669,148,213,1
9670,148,221,1
9671,148,227,1
9672,148,229,1
9673,148,231,1
9674,148,232,1
9675,148,238,1
9676,148,250,1
9677,148,251,1
9678,148,252,1
9679,148,257,1
9680,148,276,1
9681,148,294,1
9682,148,301,1
9683,148,302,1
9684,148,303,1
9685,148,305,1
9686,148,306,1
9687,148,307,1
9688,148,308,1
9689,148,315,1
9690,148,321,1
9691,148,325,1
9692,148,336,1
9693,148,337,1
9694,148,343,1
9695,148,344,1
9696,148,346,1
9697,148,352,1
9698,148,357,1
9699,148,361,1
9700,148,368,1
9701,148,369,1
9702,148,387,1
9703,148,394,1
9704,148,427,1
9705,148,436,1
9706,148,437,1
9707,148,450,1
9708,148,463,1
9709,148,471,1
9710,148,472,1
9711,148,473,1
9712,148,474,1
9713,148,515,1
9714,148,517,1
9715,148,520,1
9716,148,530,1
9717,148,596,1
9718,148,632,1
9719,148,638,1
9720,148,657,1
9721,148,688,1
9722,148,691,1
9723,148,703,1
9724,148,721,1
9725,148,723,1
9726,148,773,1
9727,148,828,1
9728,148,895,1
9729,148,920,1
9730,148,923,1
9731,148,992,1
9732,148,1021,1
9733,148,1029,1
9734,148,1033,1
9735,148,1041,1
9736,148,1051,1
9737,149,5,1
9738,149,36,1
9739,149,70,1
9740,149,92,1
9741,149,93,1
9742,149,94,1
9743,149,108,1
9744,149,110,1
9745,149,191,1
9746,149,197,1
9747,149,201,1
9748,149,206,1
9749,149,301,1
9750,149,303,1
9751,149,305,1
9752,149,308,1
9753,149,315,1
9754,149,317,1
9755,149,321,1
9756,149,357,1
9757,149,358,1
9758,149,394,1
9759,149,472,1
9760,149,513,1
9761,149,517,1
9762,149,518,1
9763,149,522,1
9764,149,805,1
9765,149,881,1
9766,149,983,1
9767,149,989,1
9768,149,991,1
9769,149,1054,1
9770,150,1,1
9771,150,8,1
9772,150,15,1
9773,150,16,1
9774,150,22,1
9775,150,32,1
9776,150,33,1
9777,150,54,1
9778,150,91,1
9779,150,110,1
9780,150,112,1
9781,150,118,1
9782,150,130,1
9783,150,169,1
9784,150,171,1
9785,150,172,1
9786,150,173,1
9787,150,182,1
9788,150,183,1
9789,150,186,1
9790,150,189,1
9791,150,190,1
9792,150,191,1
9793,150,197,1
9794,150,199,1
9795,150,201,1
9796,150,206,1
9797,150,213,1
9798,150,217,1
9799,150,230,1
9800,150,231,1
9801,150,234,1
9802,150,246,1
9803,150,250,1
9804,150,264,1
9805,150,273,1
9806,150,278,1
9807,150,280,1
9808,150,282,1
9809,150,291,1
9810,150,296,1
9811,150,300,1
9812,150,302,1
9813,150,303,1
9814,150,305,1
9815,150,307,1
9816,150,309,1
9817,150,315,1
9818,150,316,1
9819,150,317,1
9820,150,321,1
9821,150,333,1
9822,150,338,1
9823,150,343,1
9824,150,344,1
9825,150,349,1
9826,150,352,1
9827,150,355,1
9828,150,368,1
9829,150,369,1
9830,150,376,1
9831,150,387,1
9832,150,389,1
9833,150,394,1
9834,150,431,1
9835,150,435,1
9836,150,461,1
9837,150,473,1
9838,150,474,1
9839,150,479,1
9840,150,517,1
9841,150,518,1
9842,150,520,1
9843,150,522,1
9844,150,524,1
9845,150,543,1
9846,150,545,1
9847,150,568,1
9848,150,570,1
9849,150,691,1
9850,150,698,1
9851,150,700,1
9852,150,703,1
9853,150,706,1
9854,150,723,1
9855,150,726,1
9856,150,729,1
9857,150,731,1
9858,150,780,1
9859,150,839,1
9860,150,840,1
9861,150,859,1
9862,150,861,1
9863,150,899,1
9864,150,918,1
9865,150,981,1
9866,150,993,1
9867,150,995,1
9868,150,1009,1
9869,150,1021,1
9870,150,1029,1
9871,150,1033,1
9872,150,1040,1
9873,150,1041,1
9874,150,1051,1
9875,150,1052,1
9876,150,1054,1
9877,151,5,1
9878,151,32,1
9879,151,67,1
9880,151,77,1
9881,151,246,1
9882,151,315,1
9883,151,337,1
9884,151,368,1
9885,151,387,1
9886,151,393,1
9887,151,691,1
9888,151,722,1
9889,151,725,1
9890,151,726,1
9891,151,731,1
9892,152,1,1
9893,152,9,1
9894,152,16,1
9895,152,36,1
9896,152,38,1
9897,152,70,1
9898,152,90,1
9899,152,110,1
9900,152,141,1
9901,152,178,1
9902,152,179,1
9903,152,192,1
9904,152,227,1
9905,152,229,1
9906,152,230,1
9907,152,231,1
9908,152,234,1
9909,152,238,1
9910,152,241,1
9911,152,245,1
9912,152,246,1
9913,152,250,1
9914,152,256,1
9915,152,264,1
9916,152,276,1
9917,152,278,1
9918,152,300,1
9919,152,301,1
9920,152,302,1
9921,152,303,1
9922,152,313,1
9923,152,315,1
9924,152,316,1
9925,152,321,1
9926,152,322,1
9927,152,324,1
9928,152,333,1
9929,152,343,1
9930,152,346,1
9931,152,349,1
9932,152,357,1
9933,152,369,1
9934,152,372,1
9935,152,377,1
9936,152,387,1
9937,152,389,1
9938,152,447,1
9939,152,465,1
9940,152,470,1
9941,152,519,1
9942,152,522,1
9943,152,529,1
9944,152,584,1
9945,152,638,1
9946,152,687,1
9947,152,691,1
9948,152,698,1
9949,152,723,1
9950,152,886,1
9951,152,933,1
9952,152,957,1
9953,152,981,1
9954,152,1011,1
9955,152,1014,1
9956,152,1041,1
9957,152,1051,1
9958,153,5,1
9959,153,14,1
9960,153,16,1
9961,153,39,1
9962,153,44,1
9963,153,53,1
9964,153,112,1
9965,153,139,1
9966,153,151,1
9967,153,153,1
9968,153,169,1
9969,153,171,1
9970,153,173,1
9971,153,186,1
9972,153,192,1
9973,153,195,1
9974,153,197,1
9975,153,199,1
9976,153,201,1
9977,153,206,1
9978,153,215,1
9979,153,227,1
9980,153,238,1
9981,153,241,1
9982,153,246,1
9983,153,250,1
9984,153,252,1
9985,153,256,1
9986,153,271,1
9987,153,273,1
9988,153,276,1
9989,153,291,1
9990,153,295,1
9991,153,296,1
9992,153,301,1
9993,153,302,1
9994,153,307,1
9995,153,308,1
9996,153,315,1
9997,153,320,1
9998,153,333,1
9999,153,335,1
10000,153,344,1
10001,153,346,1
10002,153,349,1
10003,153,352,1
10004,153,364,1
10005,153,389,1
10006,153,392,1
10007,153,396,1
10008,153,408,1
10009,153,428,1
10010,153,465,1
10011,153,467,1
10012,153,473,1
10013,153,474,1
10014,153,481,1
10015,153,485,1
10016,153,507,1
10017,153,508,1
10018,153,511,1
10019,153,514,1
10020,153,517,1
10021,153,522,1
10022,153,544,1
10023,153,545,1
10024,153,562,1
10025,153,615,1
10026,153,624,1
10027,153,642,1
10028,153,652,1
10029,153,711,1
10030,153,719,1
10031,153,734,1
10032,153,764,1
10033,153,806,1
10034,153,861,1
10035,153,876,1
10036,153,928,1
10037,153,956,1
10038,153,962,1
10039,153,965,1
10040,153,1012,1
10041,153,1032,1
10042,153,1051,1
10043,154,15,1
10044,154,32,1
10045,154,90,1
10046,154,179,1
10047,154,182,1
10048,154,186,1
10049,154,189,1
10050,154,195,1
10051,154,197,1
10052,154,199,1
10053,154,201,1
10054,154,250,1
10055,154,278,1
10056,154,303,1
10057,154,305,1
10058,154,315,1
10059,154,335,1
10060,154,387,1
10061,154,394,1
10062,154,472,1
10063,154,918,1
10064,154,1029,1
10065,154,1032,1
10066,154,1051,1
10067,154,1054,1
10068,155,1,1
10069,155,5,1
10070,155,7,1
10071,155,8,1
10072,155,12,1
10073,155,14,1
10074,155,16,1
10075,155,33,1
10076,155,34,1
10077,155,36,1
10078,155,54,1
10079,155,70,1
10080,155,91,1
10081,155,94,1
10082,155,190,1
10083,155,192,1
10084,155,196,1
10085,155,197,1
10086,155,198,1
10087,155,199,1
10088,155,201,1
10089,155,227,1
10090,155,229,1
10091,155,231,1
10092,155,238,1
10093,155,246,1
10094,155,250,1
10095,155,251,1
10096,155,252,1
10097,155,254,1
10098,155,276,1
10099,155,295,1
10100,155,301,1
10101,155,302,1
10102,155,303,1
10103,155,307,1
10104,155,309,1
10105,155,315,1
10106,155,316,1
10107,155,326,1
10108,155,335,1
10109,155,337,1
10110,155,344,1
10111,155,357,1
10112,155,358,1
10113,155,368,1
10114,155,372,1
10115,155,387,1
10116,155,391,1
10117,155,443,1
10118,155,461,1
10119,155,468,1
10120,155,472,1
10121,155,529,1
10122,155,530,1
10123,155,570,1
10124,155,571,1
10125,155,584,1
10126,155,645,1
10127,155,695,1
10128,155,700,1
10129,155,701,1
10130,155,719,1
10131,155,723,1
10132,155,802,1
10133,155,870,1
10134,155,1051,1
10135,156,35,1
10136,156,191,1
10137,156,195,1
10138,156,200,1
10139,156,201,1
10140,156,207,1
10141,156,214,1
10142,156,234,1
10143,156,250,1
10144,156,294,1
10145,156,335,1
10146,156,363,1
10147,156,522,1
10148,156,645,1
10149,156,692,1
10150,156,702,1
10151,156,981,1
10152,157,0,1
10153,157,1,1
10154,157,5,1
10155,157,8,1
10156,157,35,1
10157,157,39,1
10158,157,112,1
10159,157,172,1
10160,157,189,1
10161,157,192,1
10162,157,196,1
10163,157,197,1
10164,157,200,1
10165,157,203,1
10166,157,206,1
10167,157,207,1
10168,157,217,1
10169,157,218,1
10170,157,227,1
10171,157,229,1
10172,157,231,1
10173,157,237,1
10174,157,238,1
10175,157,241,1
10176,157,246,1
10177,157,250,1
10178,157,268,1
10179,157,291,1
10180,157,294,1
10181,157,301,1
10182,157,307,1
10183,157,313,1
10184,157,315,1
10185,157,335,1
10186,157,336,1
10187,157,349,1
10188,157,352,1
10189,157,360,1
10190,157,368,1
10191,157,387,1
10192,157,391,1
10193,157,393,1
10194,157,394,1
10195,157,472,1
10196,157,473,1
10197,157,474,1
10198,157,522,1
10199,157,638,1
10200,157,643,1
10201,157,694,1
10202,157,840,1
10203,157,880,1
10204,157,911,1
10205,157,981,1
10206,157,989,1
10207,157,1021,1
10208,157,1051,1
10209,157,1055,1
10210,158,1,1
10211,158,5,1
10212,158,6,1
10213,158,9,1
10214,158,35,1
10215,158,74,1
10216,158,185,1
10217,158,197,1
10218,158,231,1
10219,158,244,1
10220,158,246,1
10221,158,264,1
10222,158,302,1
10223,158,308,1
10224,158,315,1
10225,158,333,1
10226,158,352,1
10227,158,459,1
10228,158,466,1
10229,158,551,1
10230,158,568,1
10231,158,578,1
10232,158,584,1
10233,158,593,1
10234,158,686,1
10235,158,690,1
10236,158,697,1
10237,158,783,1
10238,158,960,1
10239,158,1029,1
10240,158,1051,1
10241,159,1,1
10242,159,6,1
10243,159,140,1
10244,159,148,1
10245,159,178,1
10246,159,179,1
10247,159,182,1
10248,159,189,1
10249,159,227,1
10250,159,232,1
10251,159,259,1
10252,159,292,1
10253,159,293,1
10254,159,294,1
10255,159,297,1
10256,159,300,1
10257,159,315,1
10258,159,321,1
10259,159,357,1
10260,159,361,1
10261,159,368,1
10262,159,369,1
10263,159,372,1
10264,159,373,1
10265,159,473,1
10266,159,515,1
10267,159,566,1
10268,159,618,1
10269,159,643,1
10270,159,698,1
10271,159,876,1
10272,159,886,1
10273,159,1021,1
10274,159,1054,1
10275,159,1055,1
10276,160,13,1
10277,160,94,1
10278,160,179,1
10279,160,227,1
10280,160,281,1
10281,160,310,1
10282,160,312,1
10283,160,315,1
10284,160,708,1
10285,160,709,1
10286,160,925,1
10287,160,928,1
10288,160,939,1
10289,161,140,1
10290,161,234,1
10291,161,268,1
10292,161,273,1
10293,161,387,1
10294,161,394,1
10295,161,627,1
10296,161,839,1
10297,161,840,1
10298,161,927,1
10299,162,13,1
10300,162,206,1
10301,162,217,1
10302,162,227,1
10303,162,272,1
10304,162,308,1
10305,162,322,1
10306,162,357,1
10307,162,694,1
10308,163,1,1
10309,163,34,1
10310,163,36,1
10311,163,70,1
10312,163,91,1
10313,163,171,1
10314,163,192,1
10315,163,199,1
10316,163,201,1
10317,163,206,1
10318,163,207,1
10319,163,217,1
10320,163,221,1
10321,163,227,1
10322,163,230,1
10323,163,231,1
10324,163,276,1
10325,163,295,1
10326,163,301,1
10327,163,302,1
10328,163,307,1
10329,163,308,1
10330,163,315,1
10331,163,316,1
10332,163,321,1
10333,163,322,1
10334,163,327,1
10335,163,328,1
10336,163,329,1
10337,163,358,1
10338,163,368,1
10339,163,372,1
10340,163,394,1
10341,163,433,1
10342,163,454,1
10343,163,472,1
10344,163,518,1
10345,163,528,1
10346,163,571,1
10347,163,584,1
10348,163,691,1
10349,163,923,1
10350,163,936,1
10351,163,992,1
10352,163,1021,1
10353,163,1033,1
10354,163,1052,1
10355,164,311,1
10356,165,199,1
10357,165,201,1
10358,165,322,1
10359,166,0,1
10360,166,14,1
10361,166,54,1
10362,166,123,1
10363,166,171,1
10364,166,206,1
10365,166,227,1
10366,166,231,1
10367,166,234,1
10368,166,268,1
10369,166,272,1
10370,166,277,1
10371,166,278,1
10372,166,291,1
10373,166,336,1
10374,166,337,1
10375,166,338,1
10376,166,346,1
10377,166,363,1
10378,166,373,1
10379,166,375,1
10380,166,387,1
10381,166,388,1
10382,166,389,1
10383,166,450,1
10384,166,618,1
10385,166,851,1
10386,166,1054,1
10387,167,1,1
10388,167,33,1
10389,167,34,1
10390,167,94,1
10391,167,125,1
10392,167,171,1
10393,167,179,1
10394,167,198,1
10395,167,199,1
10396,167,206,1
10397,167,216,1
10398,167,217,1
10399,167,230,1
10400,167,234,1
10401,167,247,1
10402,167,295,1
10403,167,307,1
10404,167,313,1
10405,167,315,1
10406,167,316,1
10407,167,317,1
10408,167,355,1
10409,167,432,1
10410,167,520,1
10411,167,568,1
10412,168,1,1
10413,168,6,1
10414,168,14,1
10415,168,15,1
10416,168,37,1
10417,168,47,1
10418,168,54,1
10419,168,94,1
10420,168,173,1
10421,168,180,1
10422,168,181,1
10423,168,182,1
10424,168,206,1
10425,168,215,1
10426,168,217,1
10427,168,227,1
10428,168,229,1
10429,168,231,1
10430,168,270,1
10431,168,281,1
10432,168,291,1
10433,168,292,1
10434,168,302,1
10435,168,305,1
10436,168,309,1
10437,168,313,1
10438,168,315,1
10439,168,316,1
10440,168,327,1
10441,168,343,1
10442,168,359,1
10443,168,387,1
10444,168,454,1
10445,168,467,1
10446,168,472,1
10447,168,474,1
10448,168,638,1
10449,168,709,1
10450,168,983,1
10451,168,989,1
10452,168,991,1
10453,168,1021,1
10454,169,0,1
10455,169,8,1
10456,169,70,1
10457,169,94,1
10458,169,199,1
10459,169,201,1
10460,169,206,1
10461,169,207,1
10462,169,227,1
10463,169,231,1
10464,169,276,1
10465,169,278,1
10466,169,300,1
10467,169,303,1
10468,169,315,1
10469,169,355,1
10470,169,368,1
10471,169,461,1
10472,169,469,1
10473,169,582,1
10474,169,675,1
10475,169,700,1
10476,169,708,1
10477,169,937,1
10478,169,1043,1
10479,169,1044,1
10480,169,1045,1
10481,170,2,1
10482,170,3,1
10483,170,4,1
10484,170,14,1
10485,170,94,1
10486,170,181,1
10487,170,187,1
10488,170,188,1
10489,170,189,1
10490,170,199,1
10491,170,201,1
10492,170,232,1
10493,170,233,1
10494,170,234,1
10495,170,246,1
10496,170,250,1
10497,170,264,1
10498,170,268,1
10499,170,279,1
10500,170,281,1
10501,170,305,1
10502,170,313,1
10503,170,315,1
10504,170,322,1
10505,170,337,1
10506,170,338,1
10507,170,349,1
10508,170,355,1
10509,170,394,1
10510,170,429,1
10511,170,472,1
10512,170,584,1
10513,170,615,1
10514,170,639,1
10515,170,681,1
10516,170,830,1
10517,170,841,1
10518,170,1029,1
10519,170,1030,1
10520,170,1031,1
10521,170,1033,1
10522,170,1051,1
10523,170,1055,1
10524,171,15,1
10525,171,90,1
10526,171,113,1
10527,171,227,1
10528,171,291,1
10529,171,294,1
10530,171,315,1
10531,171,335,1
10532,172,883,1
10533,172,931,1
10534,173,1,1
10535,173,5,1
10536,173,33,1
10537,173,91,1
10538,173,191,1
